name,full_name,born
Edward Sapir,,1884-01-26 00:00:00
Edward Said,Edward Wadie Said,1 November 1935
Edward Sauerhering,,1864-06-24 00:00:00
Edward Sassoon,Edward Albert Sassoon,1856-06-20 00:00:00
Edward Saunders Cheatham,,"July 31, 1818"
Edward Schell,,1819-11-05 00:00:00
Edward Schroeder Brooks,,1867-06-14 00:00:00
Edward Schreyer,Edward Richard Schreyer,1935-12-21 00:00:00
The Lord Shackleton,,15 July 1911
Edward Shaw Hose,,25 November 1871
Edward Seaga,Edward Philip George Seaga,1930-05-28 00:00:00
Edward Shippen IV,,1729-02-16 00:00:00
Edward Silsby Farrington,Edward Silsby Farrington,1856-09-06 00:00:00
Edward Shortt,,1862-03-10 00:00:00
Edward Skottowe Northrop,Edward Skottowe Northrop,1911-06-21 00:00:00
The Lord Glenamara,Edward Watson Short,1912-12-17 00:00:00
Edward Sparks,Edward John Sparks,1897
The Earl of Derby,,1 September 1752 (
The Earl of Derby,,1799-03-29 00:00:00
Sir Edward Stafford,Edward William Stafford,1819-04-23 00:00:00
The Earl Spencer,Edward John Spencer,1924-01-24 00:00:00
Edward St John,Edward Henry St John,1916-08-15 00:00:00
Edward St. Loe Livermore,,1762-04-05 00:00:00
Edward Stanhope,,1840-09-24 00:00:00
The Lord Stanley of Alderley,,1802-11-13 00:00:00
Lord Stanley,,1894-07-09 00:00:00
The Earl of Derby,,1826-07-21 00:00:00
Lord Stanley,,1894-07-09 00:00:00
The Earl of Derby,Edward George Villiers Stanley,1865-04-08 00:00:00
Lord Stanley,,1894-07-09 00:00:00
The Lord Belper,,26 October 1801
The Lord Strachie,,30 October 1858
Edward Stettinius Jr.,Edward Reilly Stettinius Jr.,1900-10-22 00:00:00
Edward Stanly,,1810-01-10 00:00:00
Edward T. Fairchild,Edward Thomas Fairchild,1872-06-17 00:00:00
Edward Stubbs,,1876-10-13 00:00:00
The Lord Saint Leonards,Edward Burtenshaw Sugden,1781-02-12 00:00:00
Edward T. Fairchild,Edward Thomas Fairchild,1872-06-17 00:00:00
Edward T. Foote II,Edward Thaddeus Foote II,1937-12-15 00:00:00
Edward T. Martin,,1910
Edward T. Taylor,,"June 19, 1858"
Edward T. Green,Edward T. Green,1837
Edward Terry Sanford,Edward Terry Sanford,1865-07-23 00:00:00
Edward Brady,Edward Thomas Brady,1943-11-01 00:00:00
Edward Wailes,Edward Thompson Wailes,"February 16, 1903"
Edward Thomas Branch,,1811-12-06 00:00:00
Edward Gignoux,Edward Thaxter Gignoux,1916-06-28 00:00:00
The Count of Cacilhas,Edward Thornton,1766-10-22 00:00:00
Edward Thomas Noonan,,1861-10-23 00:00:00
The Lord Thurlow,,1731-12-09 00:00:00
Edward Towle Brooks,,1830-07-06 00:00:00
Sir Edward Tomkins,,1915-11-16 00:00:00
Edward Timpson,,1973-12-26 00:00:00
The Earl Winterton,,4 April 1883
Edward Regan,Edward Van Buren Regan,1930-05-14 00:00:00
Edward Robertson,Edward Vivian Robertson,1881-05-27 00:00:00
Ed Vaughn,Edward Vaughn,1934-07-30 00:00:00
Edward V. Whiton,Edward Vernon Whiton,1805-06-02 00:00:00
,,1894-06-23 00:00:00
Edward Voigt,,"December 1, 1873"
The Earl of Jersey,,c. 1656
Edward Vincent,,1934-06-23 00:00:00
The Earl of Clarendon,,11 February 1846
Edward Carmack,Edward Ward Carmack,1858-11-05 00:00:00
Edward W. Curley,,1873-05-23 00:00:00
Edward W. Fehling,,"June 27, 1880"
Edward W. Gray,,1870-08-18 00:00:00
Edward W. Forbes,Edward Waldo Forbes,"July 16, 1873"
Edward W. Hudgins,Edward Wren Hudgins,1882-01-17 00:00:00
Edward Gnehm,,1944-11-10 00:00:00
Edward Wilson McGaughey,,1817-01-16 00:00:00
Edward William Mulcahy,,1921-06-15 00:00:00
Edward W. Hoch,,"March 17, 1849"
Edward W. North,,1778
Edward W. Pattison,,1932-04-29 00:00:00
Edward W. Townsend,,1855-02-10 00:00:00
Edward W. Saunders,Edward Watts Saunders,1860-10-20 00:00:00
Edward W. Scruggs,,1903-06-14 00:00:00
Edward William Pou,,1863-09-09 00:00:00
Edward Wade,,1802-11-22 00:00:00
Edward Weinfeld,Edward Weinfeld,1901-05-14 00:00:00
Sir Edward Walpole,,1706
Edward N. Whitson,Edward N. Whitson,1852-10-06 00:00:00
Edward Weismiller,,1915-08-03 00:00:00
Edward A. Wiggins,,1933-03-13 00:00:00
Edward Wienholt,Edward Wienholt,1833-03-28 00:00:00
Edward Lamb,Edward William Lamb,1828-02-06 00:00:00
The Duke of Devonshire,,1895-05-06 00:00:00
Edward William Day,Edward William Day,1901-05-24 00:00:00
Edward William James Owens,,1860-10-15 00:00:00
Edward Gnehm,,1944-11-10 00:00:00
Sir Edward Winter,, 1622
Edward Woodruff Seymour,,1832-08-30 00:00:00
Edward Winslow,,1595-10-18 00:00:00
Sir Edward Winter,, 1622
The Earl of Halifax,Edward Frederick Lindley Wood,1881-04-16 00:00:00
Edward Zammit Lewis,,1973-06-21 00:00:00
Edward Y. Rice,,1820-02-08 00:00:00
Edward de Bono,,1933-05-19 00:00:00
Edward deGraffenried,,1899-06-30 00:00:00
Edward P. Zemprelli,,1925-05-11 00:00:00
Edward de Veaux Morrell,,1863-08-07 00:00:00
Edward du Cann,Edward Dillon Lott du Cann,1924-05-28 00:00:00
Edwin Adams,,1829-03-08 00:00:00
Edwige Antier,,1942-05-15 00:00:00
Pa Watson,Edwin Martin Watson,1883-12-10 00:00:00
Edwards Pierrepont,,1817-03-04 00:00:00
Edward Atkins Merritt,,1828-02-26 00:00:00
Edwin Albert Merritt,,1860-07-25 00:00:00
Edwin Albert Robson,Edwin Albert Robson,1905-04-16 00:00:00
Edwin Augustus Stevens,,1795-07-28 00:00:00
Edwin Augustus Stevens Jr.,,1858-03-14 00:00:00
Edwin Augustus Stevens Jr.,,1858-03-14 00:00:00
Edwin B. Swope,Edwin Burnham Swope,1888-05-06 00:00:00
Edwin B. Crocker,Edwin Bryant Crocker,1818-04-26 00:00:00
Edwin Winans,,"May 16, 1826"
Edwin B. Morgan,Edwin Barber Morgan,"May 2, 1806"
Edwin B. Dooley,Edwin Benedict Dooley,1905-04-13 00:00:00
Edwin B. Morgan,Edwin Barber Morgan,"May 2, 1806"
Edwin C. Burleigh,Edwin Chick Burleigh,1843-11-27 00:00:00
Edwin C. McLogan,,1889-03-31 00:00:00
Edwin C. Johnson,Edwin Carl Johnson,"January 1, 1884"
Edwin Coe,,1840-06-11 00:00:00
Edwin Brooks,,1929-12-01 00:00:00
Edwin Cameron,,1953-02-15 00:00:00
Edwin Corning,,1883-09-30 00:00:00
Edwin Corning Jr.,,1919-09-26 00:00:00
Edwin DeHaven Steel Jr.,Edwin DeHaven Steel Jr.,1904-05-07 00:00:00
Edwin Daniel McGuinness,,1856-05-17 00:00:00
Edwin D. Morgan,Edwin Denison Morgan,1811-02-08 00:00:00
Edwin Darlington Ricketts,,1867-08-03 00:00:00
Edwin Denby,,1870-02-18 00:00:00
Edwin E. Roberts,,1870-12-12 00:00:00
Edwin D. Eshleman,,1920-12-04 00:00:00
Edwin Edwards,Edwin Washington Edwards,1927-08-07 00:00:00
Edwin Dun,,1848-06-19 00:00:00
Edwin Dorn,,1945-03-26 00:00:00
Edwin F. Uhl,Edwin Fuller Uhl,1841-08-14 00:00:00
"Edwin ""Ted"" Erickson",,"May 18, 1938"
Edwin Fremont Ladd,,1859-12-13 00:00:00
Ed Feulner,Edwin John Feulner Jr.,1941-08-12 00:00:00
Edwin Flint,,1814-05-25 00:00:00
Edwin Gould Sr.,,"February 26, 1866"
Edwin Gould Sr.,,"February 26, 1866"
Edwin Reade,Edwin Godwin Reade,1812-11-13 00:00:00
Edwin G. Johnson,,1922-02-15 00:00:00
Edwin G. Holl,,"September 26, 1916"
Edwin H. May Jr.,,1924-05-28 00:00:00
Sir Edwin Egerton,,8 November 1841
Edwin H. Lothrop,,1806-03-22 00:00:00
Edwin H. Ragsdale,Edwin Harris Ragsdale,1929-12-18 00:00:00
Edwin Hubble,Edwin Powell Hubble,1889-11-20 00:00:00
Edwin J. Chilgren,,1897-07-04 00:00:00
Edwin J. Peterson,,1930-03-30 00:00:00
Edwin J. Templeton,,1891-12-25 00:00:00
Edwin L. Norris,,"August 15, 1865"
Edwin Levon Nelson,Edwin Levon Nelson,1940-02-10 00:00:00
Keith Thomson,Edwin Keith Thomson,1919-02-08 00:00:00
Edwin Pittman,Edwin Lloyd Pittman,1935-01-02 00:00:00
Edwin Kneedler,,1946-01-04 00:00:00
Edwin H. Conger,,1843-03-07 00:00:00
Edwin Lewis Scofield,,1852-01-18 00:00:00
Edwin Mechem,Edwin Leard Mechem,1912-07-02 00:00:00
Edwin L. Z'berg,Edwin Lewis Z'berg,1926-03-20 00:00:00
Edwin Lockwood,,1799-09-08 00:00:00
Sir Ted Leather,Edwin Hartley Cameron Leather,1919-05-22 00:00:00
Edwin Michael Kosik,,1925-05-05 00:00:00
Edwin Maxwell,,1825-07-16 00:00:00
Edwin Monroe Stanley,Edwin Monroe Stanley,1909-03-09 00:00:00
Edwin Michael Kosik,,1925-05-05 00:00:00
Edwin Montagu,,1879-02-06 00:00:00
Edwin P. Cox,Edwin Piper Cox,1870-05-02 00:00:00
Edwin Olmstead Keeler,,1846-01-12 00:00:00
Edwin M. Schaefer,,1887-05-14 00:00:00
Sir Edwin Mitchelson,,1846-04-07 00:00:00
Edwin P. Morrow,,"November 28, 1877"
Ed Reinecke,Howard Edwin Reinecke,1924-01-07 00:00:00
Edwin R. Holmes,Edwin Ruthven Holmes,1878-10-01 00:00:00
Edwin R. V. Wright,Edwin Ruthvin Vincent Wright,"January 2, 1812"
Edwin Richley Hicklin,Edwin Richley Hicklin,1895-03-01 00:00:00
Edwin Russell Durno,,"January 26, 1899"
Edwin Stockton Johnson,,1857-02-26 00:00:00
Edwin S. Broussard,,1874-12-04 00:00:00
Edwin Schlossberg,,1945-07-19 00:00:00
Edwin T. McKnight,,"October 11, 1869"
Edwin Meese,Edwin Meese III,1931-12-02 00:00:00
Edwin Montagu,,1879-02-06 00:00:00
Edwin Stanton,Edwin McMasters Stanton,1814-12-19 00:00:00
Ed Tchorzewski,,"April 22, 1943"
Edwin Upton Curtis,,1861-05-26 00:00:00
Edwin V. Champion,,1890-09-18 00:00:00
Edwin Wijeyeratne,Edwin Aloysius Perera Wijeyeratne,1889-01-08 00:00:00
Edwin Vernon Morgan,,1865-02-22 00:00:00
Edwin Warfield,,1848-05-07 00:00:00
Edwin Vernon Morgan,,1865-02-22 00:00:00
Edwin Wheeler,,1828-06-28 00:00:00
Edwin Y. Webb,Edwin Yates Webb,1872-05-23 00:00:00
Edwina Hart,,1957-04-26 00:00:00
Edwin Wilcox,,1841
Eddy Dalton,Edwina Jeanette Panzer,1936-06-12 00:00:00
The Countess Mountbatten of Burma,Edwina Cynthia Annette Ashley,1901-11-28 00:00:00
Edwina Sandys,,1938-12-29 00:00:00
Edzard Reuter,Edzard Hans Wilhelm Reuter,1928-02-16 00:00:00
Edythe Harrison,Edythe Joyce Colton,1934-09-17 00:00:00
Edythe M. Lewis,,1924-02-26 00:00:00
The Earl of Chesterfield,,15 March 1854
Edwyn Burnaby,,1798-09-29 00:00:00
Edwyn Burnaby,Edwyn Sherard Burnaby,1830-05-22 00:00:00
Effat Marashi,,1935 (age 86–87)
Edzo Toxopeus,Edzo Hendrik Toxopeus,1918-02-19 00:00:00
Efraín Ríos Montt,José Efraín Ríos Montt,1926-06-16 00:00:00
Eelco van Kleffens,Eelco Nicolaas van Kleffens,1894-11-17 00:00:00
Efrain Gonzalez Jr.,,1948 (age 73–74)
Eegje Schoo,Eegje Marjolein Schoo,1944-06-10 00:00:00
Efrain Gonzalez Jr.,,1948 (age 73–74)
Egidio Sterpa,,1926-09-22 00:00:00
Egbert Benson,Egbert Benson,1746-06-21 00:00:00
Egbert Benson,,1789-09-01 00:00:00
Egbert Ten Eyck,,1779-04-18 00:00:00
Eileen Blair,Eileen Maud O'Shaughnessy,1905-09-25 00:00:00
Egil Aarvik,,1912-12-12 00:00:00
Eileen Davidson,Eileen Marie Davidson,
Egon Bahr,Egon Karl-Heinz Bahr,1922-03-18 00:00:00
Egon Franke,,1913-04-11 00:00:00
Eileen Donahoe,Eileen Chamberlain,
Eileen Desmond,Eileen Christine Harrington,1932-12-29 00:00:00
Eileen E. Gillese,,", "
Eileen Filler-Corn,Eileen Robin Filler,1964-06-05 00:00:00
Eileen Klein,,
Eileen McNulty,,
Eileen Gordon,Eileen Leatt,1946-10-22 00:00:00
Eileen Kowall,,1952-01-05 00:00:00
Eileen Krupinski,,1948/1949 (age 72–73)
Eileen MacLean,Eileen Panigeo MacLean,1949-06-12 00:00:00
Eileen Malloy,Eileen A. Malloy,1954-07-09 00:00:00
Eileen Blair,Eileen Maud O'Shaughnessy,1905-09-25 00:00:00
Eileen Melvin,,
Eileen O'Connell,,1947-07-05 00:00:00
Eilidh Whiteford,,1969-04-24 00:00:00
Eimert van Middelkoop,Eimert van Middelkoop,1949-02-14 00:00:00
Einar Førde,,1943-01-20 00:00:00
Einar Gerhardsen,Einar Henry Gerhardsen,1897-05-10 00:00:00
Einar Steensnæs,,1942-03-10 00:00:00
Eino Pekkala,,29 November 1887
Albert Einstein,,1879-03-14 00:00:00
The Baroness White,Eirene Lloyd Jones,1909-11-07 00:00:00
Elías Jaua Milano,Elías José Jaua Milano,1969-12-16 00:00:00
Ekundayo B. Opaleye,,
Ekundayo B. Opaleye,,
Eirian Llwyd,,1951
Eivind Reiten,Eivind Kristofer Reiten,1953-04-02 00:00:00
Elaine Baxter,,1933-01-16 00:00:00
Elaine Alquist,,1944-08-21 00:00:00
Ela Collins,,1786-02-14 00:00:00
El Franco Lee,,1949-01-30 00:00:00
Elaine Kaplan,,1955-12-18 00:00:00
Elaine Chao,Elaine Lan Chao,1953-03-26 00:00:00
Elaine Bloom,,1937-09-16 00:00:00
Elaine Carroll,,1984 (age 37–38)
Elaine Duke,Elaine Costanzo,1958-06-26 00:00:00
Elaine Devry,Thelma Elaine Mahnken,1930-01-10 00:00:00
Elaine F. Farmer,,1937-03-14 00:00:00
Elaine Edwards,Elaine Lucille Schwartzenburg,1929-03-08 00:00:00
Elaine Hammerstein,,1897-06-16 00:00:00
Elaine Madsen,Elaine Loretta Melson,1932-05-28 00:00:00
Elaine Marshall,,1945-11-18 00:00:00
Elaine McCusker,,", U.S."
Elaine Schwartz,,1943-04-13 00:00:00
Elaine R. Phillips,,1959-12-03 00:00:00
Elaine Murray,,1954-12-22 00:00:00
Elaine Smith,Elaine Agnes Smith,1963-05-05 00:00:00
Elaine Walker,Elaine Nogay,1951-08-06 00:00:00
Elaine Thomson,,1951 (age 70–71)
Elaine Wynn,Elaine Farrell Pascal,1942-04-28 00:00:00
Elan Carr,Elan Sherod Carr,1968-11-25 00:00:00
Elaine Tuttle Hansen,,
Elbirt Almeron Woodward,,"March 24, 1836"
Elben C. Folkes,Elben Clive Folkes,1873-04-04 00:00:00
Elbert D. Thomas,Elbert Duncan Thomas,1883-06-17 00:00:00
Elbert Carvel,Elbert Nostrand Carvel,1910-02-09 00:00:00
E. Lee Trinkle,Elbert Lee Trinkle,1876-03-12 00:00:00
Elbert Sidney Brigham,,"October 19, 1877"
Elbert Tuttle,Elbert Parr Tuttle,1897-07-17 00:00:00
Elbridge Durbrow,,1903-09-21 00:00:00
Elbert S. Martin,,1829
Elbridge Gerry Lapham,,1814-10-18 00:00:00
Elburt F. Osborn,Elburt Franklin Osborn,1911-08-13 00:00:00
Elbridge Thomas Gerry,,"December 25, 1837"
Elco Brinkman,Leendert Cornelis Brinkman,1948-02-05 00:00:00
Elbridge T. Gerry,Elbridge Thomas Gerry,"November 22, 1908"
Elbridge Gerry,Elbridge Thomas Gerry,1744-07-17 00:00:00
Eldo Ridgway,Eldo T. Ridgway,1880-12-17 00:00:00
Elder Vogel,,1956-07-09 00:00:00
Eldon Brooks Mahon,Eldon Brooks Mahon,1918-04-09 00:00:00
Eldred Simkins,,1779-08-30 00:00:00
Eldbjørg Løwer,,1943-07-14 00:00:00
Sir Eldon Griffiths,,1925-05-25 00:00:00
Eldridge Emory,,1935-03-19 00:00:00
"Eleanor ""Sis"" Daley",Eleanor Guilfoyle,1907-03-04 00:00:00
Eleanor Agnes Lee,,"February 27, 1841"
Eleanor Butler Roosevelt,Eleanor Butler Alexander,1888-12-26 00:00:00
Augustus Newbold Morris,,1838-06-03 00:00:00
Eleanor Calvert Custis Stuart,Eleanor Calvert,1757/1758
Eleanor Butler Roosevelt,Eleanor Butler Alexander,1888-12-26 00:00:00
Eleanor Holmes Norton,Eleanor Katherine Holmes,1937-06-13 00:00:00
Richard Mortimer,,1852-04-24 00:00:00
Eleanor Kearny Carr,William Eleanor Kearny,"March 1, 1840"
Eleanor D. Acheson,Eleanor Dean,1947 (age 74–75)
Eleanor Louise Ross,Eleanor Louise Barnwell,1967-12-08 00:00:00
Eleanor Laing,Eleanor Fulton Pritchard,1958-02-01 00:00:00
Eleanor Marx,Jenny Julia Eleanor Marx,1855-01-16 00:00:00
Eleanor McGovern,Eleanor Fay Stegeberg,1921-11-25 00:00:00
Eleanor Mondale,Eleanor Jean Mondale,1960-01-19 00:00:00
Eleanor Norrie,,1942
Eleanor Parker Sheppard,Eleanor Parker,1907-07-24 00:00:00
Eleanor Rathbone,Eleanor Florence Rathbone,1872-05-12 00:00:00
Eleanor Post Hutton,Eleanor Post Close,1909-12-03 00:00:00
Eleanor Robson Belmont,Eleanor Elise Robson,1879-12-13 00:00:00
Eleanor Parke Custis Lewis,,"March 31, 1779"
Eleanor Roosevelt Seagraves,Anna Eleanor Dall,1927-03-25 00:00:00
Eleanor Smith,,1957-07-05 00:00:00
Eleanor Sayre,Eleanor Axson Sayre,1916-03-26 00:00:00
Eleanor Sobel,,1946-02-11 00:00:00
Eleanor Weinstock,,1929-01-25 00:00:00
Eleanor Roosevelt,Anna Eleanor Roosevelt,1884-10-11 00:00:00
Eleanor Wilson McAdoo,Eleanor Randolph Wilson,1889-10-16 00:00:00
Eleazar Wheelock,,1711-04-22 00:00:00
Elease Evans,,1943-06-06 00:00:00
Eleazer L. Waterman,,1839-07-25 00:00:00
Eleazer A. Paine,,1815-09-10 00:00:00
Eleazer Wakeley,,1822-06-25 00:00:00
Electra Havemeyer Webb,Electra Havemeyer,"August 16, 1888"
,,
Elena Ford,Elena Anne Ford-Niarchos,"May 25, 1966"
Elena Parent,Elena Catherine Parent,1975-12-27 00:00:00
Eleftherios Veryvakis,,1935-01-21 00:00:00
Elena Kagan,,1960-04-28 00:00:00
Elena Valenciano,Elena Valenciano,1960-09-18 00:00:00
Elena Whitham,Elena McLeod,1974-07-09 00:00:00
Eleni M. Roumel,Eleni Maria Roumel,1974 (age 47–48)
Elena Salgado,Elena Salgado Méndez,1949-05-12 00:00:00
Al Cederberg,Elford Albin Cederberg,1918-03-06 00:00:00
,,1933-05-10 00:00:00
Eleonore Staimer,Eleonore Pieck,14 April 1906
Elgie R. Sims Jr.,,
Éleuthère Irénée du Pont,Éleuthère Irénée du Pont de Nemours,1771-06-24 00:00:00
Eli B. Ames,,1820-08-03 00:00:00
Eli Porter Ashmun,,1770-06-24 00:00:00
Eli M. Saulsbury,,1817-12-29 00:00:00
Eli J. Segal,,1943-01-13 00:00:00
Eli Perry,,1799-12-25 00:00:00
Eli J. Richardson,,1967 (age 54–55)
Eli Todd Tappan,,1824-04-30 00:00:00
Eli Thomas Stackhouse,,1824-03-27 00:00:00
Eli Thayer,,1819-06-11 00:00:00
Eliab B. Dean,,1819-11-07 00:00:00
Elias Avery Lowe,Elias Avery Loew,1879-10-15 00:00:00
Eliakim Persons Walton,,1812-02-17 00:00:00
Elias B. D. Ogden,Elias Bailey Dayton Ogden,"May 22, 1800"
Elias Carr,Elias Carr,1839-02-25 00:00:00
Elias Boudinot,,1740-05-02 00:00:00
Elias Earle,,1762-06-19 00:00:00
Elias Florence,,1797-02-15 00:00:00
Elias M. Ammons,Elias Milton Ammons,1860-07-28 00:00:00
Elias Nelson Conway,,1812-05-17 00:00:00
Elias Horry,,"June 21, 1773"
Elias M. Ammons,Elias Milton Ammons,1860-07-28 00:00:00
Elias Petty Seeley,,1791-11-10 00:00:00
Elias Kent Kane,,1794-06-07 00:00:00
Elias S. Stover,,1836-11-22 00:00:00
Elias W. Rector,,1849-06-11 00:00:00
Elie Martel,Elie Walter Martel,1934-11-26 00:00:00
Élie de Rothschild,,1917-05-29 00:00:00
Elif Sözen-Kohl,,1969
Elihu Adams,,1741-05-29 00:00:00
Eligius Fromentin,,1767
Elijah Adams Morse,,"May 25, 1841"
Elihu Harris,Elihu Mason Harris,1947-08-15 00:00:00
Elihu Emory Jackson,,"November 3, 1837"
Elihu Washburne,Elihu Benjamin Washburne,1816-09-23 00:00:00
Elijah Brigham Stoddard,,"June 5, 1826"
Elihu Yale,,1649-04-05 00:00:00
Elijah Allen Cox,Elijah Allen Cox,1887-02-16 00:00:00
Elijah B. Lewis,,1854-03-27 00:00:00
Elijah Cubberley Hutchinson,,"August 7, 1855"
Elihu Root,,1845-02-15 00:00:00
Elijah Boardman,,"March 7, 1760"
Elijah Brigham,,1751-07-07 00:00:00
Elijah Clarke,,1742
E. Fox Cook,,1805-12-03 00:00:00
Elijah E. Cummings,Elijah Eugene Cummings,1951-01-18 00:00:00
Elijah H. Mills,Elijah Hunt Mills,1776-12-01 00:00:00
Elijah E. Cummings,Elijah Eugene Cummings,1951-01-18 00:00:00
Elijah Longstreet Daughtridge,,"January 17, 1863"
Elijah Hayward,,1786-11-17 00:00:00
Elijah Paine,Elijah Paine,1757-01-21 00:00:00
Elijah Phister,,1822-10-08 00:00:00
Elijah Sterling Clack Robertson,,1820-08-23 00:00:00
Elijah Webb Chastain,,"September 25, 1813"
Elijah Ward,,1816-09-16 00:00:00
Elin Jones,,1966-09-01 00:00:00
Elina Jayewardene,Elina Bandara Rupasinghe,1913-12-15 00:00:00
Elio Di Rupo,,1951-07-18 00:00:00
Elinor Jackson,Eleanor Junkin,1825-03-06 00:00:00
Elin Nordegren,Elin Maria Pernilla Nordegren,1980-01-01 00:00:00
Elio Guzzanti,,1920-08-18 00:00:00
Elinor Zimmerman Taylor,,1921-04-18 00:00:00
Eliot Engel,Eliot Lance Engel,1947-02-18 00:00:00
Eliot Spitzer,Eliot Laurence Spitzer,1959-06-10 00:00:00
Eliphalet Lockwood,,1675-02-27 00:00:00
Eliphalet Trask,,1806-01-08 00:00:00
Eliphalet Lockwood,,1741
Eliphalet Nott,,1773-06-25 00:00:00
Elisabeth Aspaker,,1962-10-16 00:00:00
,,
Eliphalet Pearson,Eliphalet Pearson,1752-06-11 00:00:00
Elisabeth Bennington,,1976-01-20 00:00:00
Elisa Ferreira,Elisa Maria da Costa Guimarães Ferreira,1955-10-17 00:00:00
Elisabeth Gehrer,,1942-05-11 00:00:00
Elisabeth Kopp,,1936-12-16 00:00:00
Elisabeth Murdoch,Elisabeth Joy Greene,1909-02-08 00:00:00
Elisabetta Trenta,,1967-06-04 00:00:00
Elisabeth Svantesson,Karin Elisabeth Lundin,1967-10-26 00:00:00
Elisabeth Murdoch,,1968-08-22 00:00:00
Elisabeth Maxwell,Elisabeth Jenny Jeanne Meynard,1921-04-11 00:00:00
Elisabeth Waldheim,Elisabeth Ritschel,1922-04-13 00:00:00
Elise B. Heinz,,"January 14, 1935"
Elisabeth Post,Elisabeth Post,1965-07-27 00:00:00
Elise Stefanik,Elise Marie Stefanik,1984-07-02 00:00:00
Elise Justine Bayard,Elise Justine Bayard,1823-08-16 00:00:00
Dame Elish Angiolini,Elish Frances McPhilomy,1960-06-24 00:00:00
Elisha Bartlett,,"October 6, 1804"
Elisha Avery Crary,Elisha Avery Crary,1905-06-24 00:00:00
Elisha D. Cullen,,1799-04-23 00:00:00
Elisha Brown,,25 May 1717
Elisha Boyd,,1769-10-06 00:00:00
Elisha Andrews,,1844-01-10 00:00:00
Elisha Dyer,,1811-07-20 00:00:00
Elisha E. Meredith,Elisha Edward Meredith,1848-12-26 00:00:00
Elisha Dyer Jr.,,1839-11-29 00:00:00
Elisha Dyer Jr.,,1839-11-29 00:00:00
Elisha Haley,,1776-01-21 00:00:00
Elisha Harris,,1791-09-08 00:00:00
Elisha Huntington,,"April 9, 1796"
Elisha Hume Brewster,Elisha Hume Brewster,1871-09-10 00:00:00
Elisha Hunt Allen,,1804-01-28 00:00:00
Elisha Mathewson,,1767-04-18 00:00:00
Elisha M. Pease,,1812-01-03 00:00:00
Elisha Kent Kane,,1820-02-03 00:00:00
Elisha Lawrence,,1746
Elisha Mills Huntington,Elisha Mills Huntington,1806-03-29 00:00:00
Elisha Phelps,,"November 16, 1779"
Elisha Reynolds Potter Jr.,,1811-06-20 00:00:00
Elisha Reynolds Potter,,1764-11-05 00:00:00
Elisha W. Keyes,Elisha William Keyes,1828-01-23 00:00:00
Elisha Williams McKinstry,,1824-04-10 00:00:00
Elissa F. Cadish,,1964-08-08 00:00:00
Elisha Whittlesey,,1783-10-19 00:00:00
Eliza Hendricks,Eliza Carol Morgan,1823-11-23 00:00:00
Eliza Hamilton Holly,Eliza Hamilton,1799-11-20 00:00:00
Lady Grey,Elizabeth Lucy Spencer,1822-12-17 00:00:00
Eliza Courtney,,1792-02-20 00:00:00
Eliza McCardle Johnson,Eliza McCardle,1810-10-04 00:00:00
Eliza Jumel,Elizabeth Bowen,1775-04-02 00:00:00
Eliza Monroe Hay,Elizabeth Kortright Monroe,December 1786
Eliza McCardle Johnson,Eliza McCardle,1810-10-04 00:00:00
Elizabeth Schuyler Hamilton,Elizabeth Schuyler,1757-08-09 00:00:00
Eliza Osgood Vanderbilt Webb,Eliza Osgood Vanderbilt,1860-09-20 00:00:00
Elizabeth Ames Jones,,1956-10-29 00:00:00
Elizabeth A. McClanahan,Elizabeth Ann McClanahan,1959-09-01 00:00:00
Elizabeth Weaver,,"March 28, 1941"
Betty Hyland,,1927
Elizabeth Ann Blaesing,Elizabeth Ann Britton Harding,1919-10-22 00:00:00
Elizabeth Ammons Larsen,,1893-12-06 00:00:00
Elizabeth Anne Kovachevich,Elizabeth Anne Kovachevich,1936-12-14 00:00:00
Elizabeth Armistead,Elizabeth Bridget Cane,1750-07-11 00:00:00
Betsy Duke,,1952-07-23 00:00:00
Elizabeth B. Andrews,,"February 12, 1911"
Elizabeth Baird,,1810-04-24 00:00:00
Elizabeth B. Lacy,Elizabeth Bermingham,1945-01-12 00:00:00
Elizabeth Barrett-Anderson,,1953-07-21 00:00:00
The Baroness Berridge,Elizabeth Rose Berridge,1972-03-22 00:00:00
Elizabeth Charlotte Lucy Asquith Bibesco,Elizabeth Charlotte Lucy Asquith,1897-02-26 00:00:00
Sir John Lavington Bonython,,1875-09-10 00:00:00
Elizabeth Bryan Allen,,1904-12-26 00:00:00
Elizabeth Blair Lee,Elizabeth Blair,1818-06-20 00:00:00
Elisabeth Gordon,Elizabeth Brodie,20 June 1794
Elizabeth Burmaster,,1954-07-26 00:00:00
Liz Brater,,1951-04-12 00:00:00
Elizabeth Butler,,25 July 1615
The Duchess of Argyll,,December 1733
Elizabeth Calvert,Elizabeth Calvert,1731
Elizabeth Cabot Agassiz,Elizabeth Cabot Cary,1822-12-05 00:00:00
Richard Stevens,,1868-05-23 00:00:00
The Duchess of Devonshire,,1758-05-13 00:00:00
Elizabeth Coleman,,1937 (age 84–85)
Elizabeth Christ Trump,Elisabeth Christ,1880-10-10 00:00:00
Elizabeth Colenso,Elizabeth Fairburn,1821-08-29 00:00:00
The Duchess of Argyll,,1824-05-30 00:00:00
Elizabeth Custis Law,Elizabeth Parke Custis,1776-08-21 00:00:00
 ,,1916-05-25 00:00:00
